date,ticket type,ticket class,sales
2013-09-11,return,first,26
2013-09-12,return,first,14
2013-09-13,return,first,16
2013-09-14,return,first,27
2013-09-15,return,first,14
2013-09-16,return,first,16
2013-09-17,return,first,20
2013-09-18,return,first,18
2013-09-19,return,first,16
2013-09-20,return,first,11
2013-09-21,return,first,13
2013-09-22,return,first,16
2013-09-23,return,first,18
2013-09-24,return,first,14
2013-09-25,return,first,17
2013-09-26,return,first,20
2013-09-27,return,first,22
2013-09-28,return,first,13
2013-09-29,return,first,20
2013-09-30,return,first,20
2013-10-01,return,first,12
2013-10-02,return,first,11
2013-10-03,return,first,14
2013-10-04,return,first,14
2013-10-05,return,first,14
2013-10-06,return,first,20
2013-10-07,return,first,13
2013-10-08,return,first,13
2013-10-09,return,first,14
2013-10-10,return,first,20
2013-10-11,return,first,17
2013-10-12,return,first,17
2013-10-13,return,first,20
2013-10-14,return,first,15
2013-10-15,return,first,15
2013-10-16,return,first,15
2013-10-17,return,first,10
2013-10-18,return,first,10
2013-10-19,return,first,18
2013-10-20,return,first,25
2013-10-21,return,first,13
2013-10-22,return,first,11
2013-10-23,return,first,16
2013-10-24,return,first,17
2013-10-25,return,first,18
2013-10-26,return,first,19
2013-10-27,return,first,14
2013-10-28,return,first,11
2013-10-29,return,first,17
2013-10-30,return,first,20
2013-10-31,return,first,21
2013-11-01,return,first,20
2013-11-02,return,first,24
2013-11-03,return,first,19
2013-11-04,return,first,12
2013-11-05,return,first,20
2013-11-06,return,first,16
2013-11-07,return,first,17
2013-11-08,return,first,22
2013-11-09,return,first,18
2013-11-10,return,first,23
2013-11-11,return,first,16
2013-11-12,return,first,20
2013-11-13,return,first,20
2013-11-14,return,first,9
2013-11-15,return,first,18
2013-11-16,return,first,13
2013-11-17,return,first,17
2013-11-18,return,first,17
2013-11-19,return,first,18
2013-11-20,return,first,17
2013-11-21,return,first,16
2013-11-22,return,first,17
2013-11-23,return,first,31
2013-11-24,return,first,20
2013-11-25,return,first,16
2013-11-26,return,first,25
2013-11-27,return,first,25
2013-11-28,return,first,17
2013-11-29,return,first,19
2013-11-30,return,first,30
2013-12-01,return,first,16
2013-12-02,return,first,8
2013-12-03,return,first,21
2013-12-04,return,first,6
2013-12-05,return,first,13
2013-12-06,return,first,15
2013-12-07,return,first,17
2013-12-08,return,first,17
2013-12-09,return,first,8
2013-12-10,return,first,14
2013-12-11,return,first,7
2013-12-12,return,first,5
2013-12-13,return,first,13
2013-12-14,return,first,16
2013-12-15,return,first,15
2013-12-16,return,first,15
2013-12-17,return,first,8
2013-12-18,return,first,18
2013-12-19,return,first,7
2013-12-20,return,first,13
2013-12-21,return,first,11
2013-12-22,return,first,9
2013-12-23,return,first,8
2013-12-24,return,first,17
2013-12-25,return,first,6
2013-12-26,return,first,16
2013-12-27,return,first,18
2013-12-28,return,first,17
2013-12-29,return,first,14
2013-12-30,return,first,5
2013-12-31,return,first,15
2014-01-01,return,first,9
2014-01-02,return,first,14
2014-01-03,return,first,11
2014-01-04,return,first,20
2014-01-05,return,first,17
2014-01-06,return,first,14
2014-01-07,return,first,11
2014-01-08,return,first,12
2014-01-09,return,first,17
2014-01-10,return,first,12
2014-01-11,return,first,17
2014-01-12,return,first,12
2014-01-13,return,first,12
2014-01-14,return,first,17
2014-01-15,return,first,17
2014-01-16,return,first,15
2014-01-17,return,first,18
2014-01-18,return,first,15
2014-01-19,return,first,12
2014-01-20,return,first,6
2014-01-21,return,first,7
2014-01-22,return,first,21
2014-01-23,return,first,18
2014-01-24,return,first,18
2014-01-25,return,first,21
2014-01-26,return,first,16
2014-01-27,return,first,8
2014-01-28,return,first,6
2014-01-29,return,first,13
2014-01-30,return,first,11
2014-01-31,return,first,18
2014-02-01,return,first,13
2014-02-02,return,first,16
2014-02-03,return,first,10
2014-02-04,return,first,9
2014-02-05,return,first,21
2014-02-06,return,first,17
2014-02-07,return,first,15
2014-02-08,return,first,15
2014-02-09,return,first,18
2014-02-10,return,first,10
2014-02-11,return,first,10
2014-02-12,return,first,9
2014-02-13,return,first,22
2014-02-14,return,first,20
2014-02-15,return,first,20
2014-02-16,return,first,13
2014-02-17,return,first,11
2014-02-18,return,first,11
2014-02-19,return,first,16
2014-02-20,return,first,19
2014-02-21,return,first,16
2014-02-22,return,first,17
2014-02-23,return,first,13
2014-02-24,return,first,7
2014-02-25,return,first,14
2014-02-26,return,first,17
2014-02-27,return,first,10
2014-02-28,return,first,16
2014-03-01,return,first,20
2014-03-02,return,first,15
2014-03-03,return,first,12
2014-03-04,return,first,11
2014-03-05,return,first,18
2014-03-06,return,first,19
2014-03-07,return,first,21
2014-03-08,return,first,14
2014-03-09,return,first,21
2014-03-10,return,first,13
2014-03-11,return,first,14
2014-03-12,return,first,24
2014-03-13,return,first,17
2014-03-14,return,first,16
2014-03-15,return,first,22
2014-03-16,return,first,31
2014-03-17,return,first,19
2014-03-18,return,first,17
2014-03-19,return,first,24
2014-03-20,return,first,21
2014-03-21,return,first,18
2014-03-22,return,first,20
2014-03-23,return,first,25
2014-03-24,return,first,4
2014-03-25,return,first,15
2014-03-26,return,first,17
2014-03-27,return,first,17
2014-03-28,return,first,16
2014-03-29,return,first,18
2014-03-30,return,first,15
2014-03-31,return,first,15
2014-04-01,return,first,19
2014-04-02,return,first,11
2014-04-03,return,first,16
2014-04-04,return,first,17
2014-04-05,return,first,21
2014-04-06,return,first,26
2014-04-07,return,first,19
2014-04-08,return,first,19
2014-04-09,return,first,20
2014-04-10,return,first,18
2014-04-11,return,first,23
2014-04-12,return,first,19
2014-04-13,return,first,22
2014-04-14,return,first,20
2014-04-15,return,first,22
2014-04-16,return,first,20
2014-04-17,return,first,18
2014-04-18,return,first,20
2014-04-19,return,first,22
2014-04-20,return,first,22
2014-04-21,return,first,17
2014-04-22,return,first,12
2014-04-23,return,first,16
2014-04-24,return,first,25
2014-04-25,return,first,22
2014-04-26,return,first,21
2014-04-27,return,first,20
2014-04-28,return,first,15
2014-04-29,return,first,18
2014-04-30,return,first,13
2014-05-01,return,first,22
2014-05-02,return,first,19
2014-05-03,return,first,22
2014-05-04,return,first,23
2014-05-05,return,first,21
2014-05-06,return,first,19
2014-05-07,return,first,21
2014-05-08,return,first,15
2014-05-09,return,first,18
2014-05-10,return,first,16
2014-05-11,return,first,27
2014-05-12,return,first,16
2014-05-13,return,first,22
2014-05-14,return,first,21
2014-05-15,return,first,22
2014-05-16,return,first,23
2014-05-17,return,first,18
2014-05-18,return,first,36
2014-05-19,return,first,12
2014-05-20,return,first,23
2014-05-21,return,first,16
2014-05-22,return,first,25
2014-05-23,return,first,28
2014-05-24,return,first,25
2014-05-25,return,first,20
2014-05-26,return,first,15
2014-05-27,return,first,13
2014-05-28,return,first,13
2014-05-29,return,first,20
2014-05-30,return,first,29
2014-05-31,return,first,31
2014-06-01,return,first,24
2014-06-02,return,first,16
2014-06-03,return,first,23
2014-06-04,return,first,20
2014-06-05,return,first,24
2014-06-06,return,first,23
2014-06-07,return,first,27
2014-06-08,return,first,29
2014-06-09,return,first,18
2014-06-10,return,first,14
2014-06-11,return,first,22
2014-06-12,return,first,22
2014-06-13,return,first,25
2014-06-14,return,first,29
2014-06-15,return,first,33
2014-06-16,return,first,25
2014-06-17,return,first,32
2014-06-18,return,first,20
2014-06-19,return,first,22
2014-06-20,return,first,19
2014-06-21,return,first,26
2014-06-22,return,first,37
2014-06-23,return,first,19
2014-06-24,return,first,24
2014-06-25,return,first,21
2014-06-26,return,first,18
2014-06-27,return,first,29
2014-06-28,return,first,34
2014-06-29,return,first,19
2014-06-30,return,first,16
2014-07-01,return,first,16
2014-07-02,return,first,24
2014-07-03,return,first,25
2014-07-04,return,first,28
2014-07-05,return,first,25
2014-07-06,return,first,34
2014-07-07,return,first,16
2014-07-08,return,first,25
2014-07-09,return,first,27
2014-07-10,return,first,23
2014-07-11,return,first,25
2014-07-12,return,first,22
2014-07-13,return,first,24
2014-07-14,return,first,21
2014-07-15,return,first,24
2014-07-16,return,first,17
2014-07-17,return,first,26
2014-07-18,return,first,25
2014-07-19,return,first,31
2014-07-20,return,first,26
2014-07-21,return,first,21
2014-07-22,return,first,30
2014-07-23,return,first,19
2014-07-24,return,first,26
2014-07-25,return,first,24
2014-07-26,return,first,29
2014-07-27,return,first,35
2014-07-28,return,first,11
2014-07-29,return,first,19
2014-07-30,return,first,25
2014-07-31,return,first,23
2014-08-01,return,first,12
2014-08-02,return,first,23
2014-08-03,return,first,27
2014-08-04,return,first,20
2014-08-05,return,first,19
2014-08-06,return,first,25
2014-08-07,return,first,21
2014-08-08,return,first,27
2014-08-09,return,first,27
2014-08-10,return,first,22
2014-08-11,return,first,22
2014-08-12,return,first,20
2014-08-13,return,first,11
2014-08-14,return,first,17
2014-08-15,return,first,21
2014-08-16,return,first,20
2014-08-17,return,first,31
2014-08-18,return,first,25
2014-08-19,return,first,15
2014-08-20,return,first,21
2014-08-21,return,first,20
2014-08-22,return,first,21
2014-08-23,return,first,26
2014-08-24,return,first,26
2014-08-25,return,first,12
2014-08-26,return,first,25
2014-08-27,return,first,21
2014-08-28,return,first,19
2014-08-29,return,first,17
2014-08-30,return,first,30
2014-08-31,return,first,28
2014-09-01,return,first,16
2014-09-02,return,first,15
2014-09-03,return,first,22
2014-09-04,return,first,26
2014-09-05,return,first,27
2014-09-06,return,first,21
2014-09-07,return,first,25
2014-09-08,return,first,12
2014-09-09,return,first,22
2014-09-10,return,first,16
2014-09-11,return,first,15
2014-09-12,return,first,25
2014-09-13,return,first,17
2014-09-14,return,first,26
2014-09-15,return,first,12
2014-09-16,return,first,15
2014-09-17,return,first,17
2014-09-18,return,first,18
2014-09-19,return,first,21
2014-09-20,return,first,21
2014-09-21,return,first,20
2014-09-22,return,first,15
2014-09-23,return,first,20
2014-09-24,return,first,14
2014-09-25,return,first,17
2014-09-26,return,first,23
2014-09-27,return,first,13
2014-09-28,return,first,22
2014-09-29,return,first,18
2014-09-30,return,first,15
2014-10-01,return,first,12
2014-10-02,return,first,15
2014-10-03,return,first,24
2014-10-04,return,first,27
2014-10-05,return,first,33
2014-10-06,return,first,9
2014-10-07,return,first,10
2014-10-08,return,first,25
2014-10-09,return,first,18
2014-10-10,return,first,19
2014-10-11,return,first,28
2014-10-12,return,first,29
2014-10-13,return,first,6
2014-10-14,return,first,20
2014-10-15,return,first,21
2014-10-16,return,first,17
2014-10-17,return,first,18
2014-10-18,return,first,22
2014-10-19,return,first,13
2014-10-20,return,first,8
2014-10-21,return,first,19
2014-10-22,return,first,14
2014-10-23,return,first,18
2014-10-24,return,first,17
2014-10-25,return,first,21
2014-10-26,return,first,22
2014-10-27,return,first,15
2014-10-28,return,first,12
2014-10-29,return,first,11
2014-10-30,return,first,12
2014-10-31,return,first,20
2014-11-01,return,first,17
2014-11-02,return,first,33
2014-11-03,return,first,16
2014-11-04,return,first,16
2014-11-05,return,first,15
2014-11-06,return,first,22
2014-11-07,return,first,22
2014-11-08,return,first,12
2014-11-09,return,first,28
2014-11-10,return,first,16
2014-11-11,return,first,12
2014-11-12,return,first,18
2014-11-13,return,first,18
2014-11-14,return,first,25
2014-11-15,return,first,24
2014-11-16,return,first,18
2014-11-17,return,first,17
2014-11-18,return,first,18
2014-11-19,return,first,19
2014-11-20,return,first,17
2014-11-21,return,first,28
2014-11-22,return,first,20
2014-11-23,return,first,29
2014-11-24,return,first,18
2014-11-25,return,first,19
2014-11-26,return,first,23
2014-11-27,return,first,23
2014-11-28,return,first,24
2014-11-29,return,first,28
2014-11-30,return,first,24
2014-12-01,return,first,10
2014-12-02,return,first,17
2014-12-03,return,first,9
2014-12-04,return,first,10
2014-12-05,return,first,14
2014-12-06,return,first,16
2014-12-07,return,first,11
2014-12-08,return,first,13
2014-12-09,return,first,13
2014-12-10,return,first,14
2014-12-11,return,first,12
2014-12-12,return,first,10
2014-12-13,return,first,16
2014-12-14,return,first,13
2014-12-15,return,first,14
2014-12-16,return,first,11
2014-12-17,return,first,15
2014-12-18,return,first,10
2014-12-19,return,first,11
2014-12-20,return,first,19
2014-12-21,return,first,18
2014-12-22,return,first,8
2014-12-23,return,first,13
2014-12-24,return,first,16
2014-12-25,return,first,20
2014-12-26,return,first,12
2014-12-27,return,first,15
2014-12-28,return,first,17
2014-12-29,return,first,9
2014-12-30,return,first,11
2014-12-31,return,first,12
2015-01-01,return,first,11
2015-01-02,return,first,19
2015-01-03,return,first,16
2015-01-04,return,first,14
2015-01-05,return,first,14
2015-01-06,return,first,9
2015-01-07,return,first,13
2015-01-08,return,first,18
2015-01-09,return,first,18
2015-01-10,return,first,17
2015-01-11,return,first,19
2015-01-12,return,first,9
2015-01-13,return,first,9
2015-01-14,return,first,15
2015-01-15,return,first,10
2015-01-16,return,first,15
2015-01-17,return,first,16
2015-01-18,return,first,15
2015-01-19,return,first,12
2015-01-20,return,first,12
2015-01-21,return,first,10
2015-01-22,return,first,8
2015-01-23,return,first,14
2015-01-24,return,first,20
2015-01-25,return,first,19
2015-01-26,return,first,12
2015-01-27,return,first,13
2015-01-28,return,first,13
2015-01-29,return,first,7
2015-01-30,return,first,12
2015-01-31,return,first,19
2015-02-01,return,first,17
2015-02-02,return,first,6
2015-02-03,return,first,10
2015-02-04,return,first,8
2015-02-05,return,first,18
2015-02-06,return,first,13
2015-02-07,return,first,13
2015-02-08,return,first,18
2015-02-09,return,first,12
2015-02-10,return,first,15
2015-02-11,return,first,19
2015-02-12,return,first,15
2015-02-13,return,first,13
2015-02-14,return,first,11
2015-02-15,return,first,18
2015-02-16,return,first,14
2015-02-17,return,first,16
2015-02-18,return,first,16
2015-02-19,return,first,11
2015-02-20,return,first,10
2015-02-21,return,first,19
2015-02-22,return,first,24
2015-02-23,return,first,9
2015-02-24,return,first,8
2015-02-25,return,first,13
2015-02-26,return,first,18
2015-02-27,return,first,17
2015-02-28,return,first,18
2015-03-01,return,first,18
2015-03-02,return,first,17
2015-03-03,return,first,14
2015-03-04,return,first,19
2015-03-05,return,first,10
2015-03-06,return,first,17
2015-03-07,return,first,16
2015-03-08,return,first,13
2015-03-09,return,first,13
2015-03-10,return,first,23
2015-03-11,return,first,21
2015-03-12,return,first,24
2015-03-13,return,first,25
2015-03-14,return,first,15
2015-03-15,return,first,20
2015-03-16,return,first,13
2015-03-17,return,first,15
2015-03-18,return,first,16
2015-03-19,return,first,17
2015-03-20,return,first,31
2015-03-21,return,first,25
2015-03-22,return,first,23
2015-03-23,return,first,16
2015-03-24,return,first,18
2015-03-25,return,first,13
2015-03-26,return,first,10
2015-03-27,return,first,16
2015-03-28,return,first,12
2015-03-29,return,first,25
2015-03-30,return,first,19
2015-03-31,return,first,18
2015-04-01,return,first,24
2015-04-02,return,first,20
2015-04-03,return,first,27
2015-04-04,return,first,26
2015-04-05,return,first,20
2015-04-06,return,first,20
2015-04-07,return,first,19
2015-04-08,return,first,17
2015-04-09,return,first,20
2015-04-10,return,first,24
2015-04-11,return,first,17
2015-04-12,return,first,21
2015-04-13,return,first,14
2015-04-14,return,first,26
2015-04-15,return,first,26
2015-04-16,return,first,20
2015-04-17,return,first,22
2015-04-18,return,first,23
2015-04-19,return,first,24
2015-04-20,return,first,17
2015-04-21,return,first,25
2015-04-22,return,first,19
2015-04-23,return,first,17
2015-04-24,return,first,11
2015-04-25,return,first,29
2015-04-26,return,first,30
2015-04-27,return,first,22
2015-04-28,return,first,27
2015-04-29,return,first,18
2015-04-30,return,first,27
2015-05-01,return,first,20
2015-05-02,return,first,22
2015-05-03,return,first,33
2015-05-04,return,first,14
2015-05-05,return,first,25
2015-05-06,return,first,13
2015-05-07,return,first,23
2015-05-08,return,first,22
2015-05-09,return,first,29
2015-05-10,return,first,29
2015-05-11,return,first,24
2015-05-12,return,first,21
2015-05-13,return,first,14
2015-05-14,return,first,17
2015-05-15,return,first,27
2015-05-16,return,first,31
2015-05-17,return,first,27
2015-05-18,return,first,11
2015-05-19,return,first,28
2015-05-20,return,first,17
2015-05-21,return,first,27
2015-05-22,return,first,22
2015-05-23,return,first,24
2015-05-24,return,first,27
2015-05-25,return,first,19
2015-05-26,return,first,19
2015-05-27,return,first,22
2015-05-28,return,first,23
2015-05-29,return,first,18
2015-05-30,return,first,36
2015-05-31,return,first,27
2015-06-01,return,first,23
2015-06-02,return,first,15
2015-06-03,return,first,23
2015-06-04,return,first,25
2015-06-05,return,first,18
2015-06-06,return,first,43
2015-06-07,return,first,22
2015-06-08,return,first,18
2015-06-09,return,first,19
2015-06-10,return,first,22
2015-06-11,return,first,29
2015-06-12,return,first,23
2015-06-13,return,first,28
2015-06-14,return,first,30
2015-06-15,return,first,19
2015-06-16,return,first,17
2015-06-17,return,first,28
2015-06-18,return,first,29
2015-06-19,return,first,20
2015-06-20,return,first,30
2015-06-21,return,first,34
2015-06-22,return,first,14
2015-06-23,return,first,27
2015-06-24,return,first,26
2015-06-25,return,first,21
2015-06-26,return,first,30
2015-06-27,return,first,31
2015-06-28,return,first,35
2015-06-29,return,first,26
2015-06-30,return,first,23
2015-07-01,return,first,21
2015-07-02,return,first,26
2015-07-03,return,first,30
2015-07-04,return,first,40
2015-07-05,return,first,30
2015-07-06,return,first,20
2015-07-07,return,first,24
2015-07-08,return,first,21
2015-07-09,return,first,33
2015-07-10,return,first,26
2015-07-11,return,first,30
2015-07-12,return,first,19
2015-07-13,return,first,22
2015-07-14,return,first,19
2015-07-15,return,first,20
2015-07-16,return,first,41
2015-07-17,return,first,31
2015-07-18,return,first,38
2015-07-19,return,first,38
2015-07-20,return,first,22
2015-07-21,return,first,29
2015-07-22,return,first,27
2015-07-23,return,first,17
2015-07-24,return,first,29
2015-07-25,return,first,34
2015-07-26,return,first,38
2015-07-27,return,first,13
2015-07-28,return,first,27
2015-07-29,return,first,26
2015-07-30,return,first,22
2015-07-31,return,first,29
2015-08-01,return,first,28
2015-08-02,return,first,19
2015-08-03,return,first,20
2015-08-04,return,first,26
2015-08-05,return,first,20
2015-08-06,return,first,25
2015-08-07,return,first,22
2015-08-08,return,first,19
2015-08-09,return,first,33
2015-08-10,return,first,14
2015-08-11,return,first,16
2015-08-12,return,first,24
2015-08-13,return,first,25
2015-08-14,return,first,23
2015-08-15,return,first,26
2015-08-16,return,first,27
2015-08-17,return,first,14
2015-08-18,return,first,18
2015-08-19,return,first,24
2015-08-20,return,first,17
2015-08-21,return,first,29
2015-08-22,return,first,22
2015-08-23,return,first,19
2015-08-24,return,first,19
2015-08-25,return,first,22
2015-08-26,return,first,26
2015-08-27,return,first,23
2015-08-28,return,first,25
2015-08-29,return,first,36
2015-08-30,return,first,25
2015-08-31,return,first,20
2015-09-01,return,first,27
2015-09-02,return,first,22
2015-09-03,return,first,16
2015-09-04,return,first,16
2015-09-05,return,first,34
2015-09-06,return,first,25
2015-09-07,return,first,17
2015-09-08,return,first,25
2015-09-09,return,first,13
2015-09-10,return,first,25
2015-09-11,return,first,28
2015-09-12,return,first,24
2015-09-13,return,first,28
2015-09-14,return,first,22
2015-09-15,return,first,21
2015-09-16,return,first,23
2015-09-17,return,first,19
2015-09-18,return,first,16
2015-09-19,return,first,40
2015-09-20,return,first,28
2015-09-21,return,first,18
2015-09-22,return,first,20
2015-09-23,return,first,22
2015-09-24,return,first,28
2015-09-25,return,first,20
2015-09-26,return,first,20
2015-09-27,return,first,32
2015-09-28,return,first,15
2015-09-29,return,first,19
2015-09-30,return,first,15
2015-10-01,return,first,25
2015-10-02,return,first,12
2015-10-03,return,first,20
2015-10-04,return,first,22
2015-10-05,return,first,13
2015-10-06,return,first,14
2015-10-07,return,first,19
2015-10-08,return,first,21
2015-10-09,return,first,27
2015-10-10,return,first,22
2015-10-11,return,first,25
2015-10-12,return,first,12
2015-10-13,return,first,24
2015-10-14,return,first,26
2015-10-15,return,first,19
2015-10-16,return,first,23
2015-10-17,return,first,22
2015-10-18,return,first,25
2015-10-19,return,first,19
2015-10-20,return,first,21
2015-10-21,return,first,24
2015-10-22,return,first,17
2015-10-23,return,first,28
2015-10-24,return,first,24
2015-10-25,return,first,33
2015-10-26,return,first,18
2015-10-27,return,first,18
2015-10-28,return,first,8
2015-10-29,return,first,17
2015-10-30,return,first,19
2015-10-31,return,first,30
2015-11-01,return,first,26
2015-11-02,return,first,16
2015-11-03,return,first,25
2015-11-04,return,first,26
2015-11-05,return,first,21
2015-11-06,return,first,24
2015-11-07,return,first,25
2015-11-08,return,first,25
2015-11-09,return,first,16
2015-11-10,return,first,15
2015-11-11,return,first,24
2015-11-12,return,first,19
2015-11-13,return,first,21
2015-11-14,return,first,37
2015-11-15,return,first,31
2015-11-16,return,first,14
2015-11-17,return,first,19
2015-11-18,return,first,30
2015-11-19,return,first,26
2015-11-20,return,first,27
2015-11-21,return,first,22
2015-11-22,return,first,30
2015-11-23,return,first,21
2015-11-24,return,first,20
2015-11-25,return,first,16
2015-11-26,return,first,19
2015-11-27,return,first,33
2015-11-28,return,first,24
2015-11-29,return,first,27
2015-11-30,return,first,5
2015-12-01,return,first,13
2015-12-02,return,first,12
2015-12-03,return,first,14
2015-12-04,return,first,29
2015-12-05,return,first,12
2015-12-06,return,first,14
2015-12-07,return,first,14
2015-12-08,return,first,13
2015-12-09,return,first,18
2015-12-10,return,first,14
